Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
parka undercoat,#REF!,#REF!,Yellow,No,2320,580,51,Yellow,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker5,353,8448,5599XpSyKGNboqyk7
parka undercoat,#REF!,#REF!,Green,No,2320,580,51,Green,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker3,353,8446,kS3z9musSgSF9GPDP
parka undercoat,#REF!,#REF!,Blue,No,2320,580,51,Aqua,Gray,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker1,353,8444,Zi8f2uZbYu7BhMpFv
parka undercoat,#REF!,#REF!,Navy blue,No,2320,580,51,Blue,Gray,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,Winter,Free,Free,Cool,Simple,everyday,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker0,353,4420,Cfn48ASNWbS3aj2Jp
patchwork coat,#REF!,#REF!,Gray,No,2380,595,51,Gray,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork2,471,8463,vGGa7mDovA2vs6SLM
patchwork coat,#REF!,#REF!,Green,No,2380,595,51,Green,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Elegant,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork1,471,8462,3bdEH7ed7vajhbk38
patchwork coat,#REF!,#REF!,Brown,No,2380,595,51,Brown,Orange,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork0,471,4605,nwcA4jZ8WJmhpN2r4
peacoat,#REF!,#REF!,Gray,No,1960,490,51,Gray,Gray,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleGray,13,4174,aLPjwntzLeK6gMoHe
peacoat,#REF!,#REF!,Red,No,1960,490,51,Red,Red,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleRed,13,4172,X7PdAEz4tqocA53Gn
peacoat,#REF!,#REF!,Navy blue,No,1960,490,51,Blue,Blue,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleNavy,13,2782,3tGQGwQ7vjAix9afJ
peacoat,#REF!,#REF!,Beige,No,1960,490,51,Beige,Beige,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleBeige,13,4173,Giz5yd2diYYcxznBZ
peasant blouse,#REF!,#REF!,White,No,1680,420,51,White,Blue,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant0,266,4247,sAWq4TmBopQqXpMtt
peasant blouse,#REF!,#REF!,Black,No,1680,420,51,Black,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant1,266,8582,5peaYRWDcAeAAWEzt
peasant blouse,#REF!,#REF!,Pink,No,1680,420,51,Pink,Orange,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant3,266,8584,amfrhGjKTbGmSJA3v
peasant blouse,#REF!,#REF!,Purple,No,1680,420,51,Purple,Pink,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant4,266,8585,h6KF3N5i5WhfNHCSJ
peasant blouse,#REF!,#REF!,Beige,No,1680,420,51,Beige,Green,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant2,266,8583,K7vYREGMhqQAr9amx
pineapple aloha shirt,#REF!,#REF!,Red,No,960,240,51,Red,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha1,91,6819,J3axASMoFxGSAWeyx
pineapple aloha shirt,#REF!,#REF!,Pink,No,960,240,51,Pink,Orange,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha5,91,9773,PT8eudmKHSS8J2QeR
pineapple aloha shirt,#REF!,#REF!,Orange,No,960,240,51,Orange,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Active,comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha6,91,9774,73d6dFrqPLbmnNWyj
pineapple aloha shirt,#REF!,#REF!,Yellow,No,960,240,51,Yellow,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha2,91,6820,r8BKui2wQmBFdf4pA
pineapple aloha shirt,#REF!,#REF!,Green,No,960,240,51,Green,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha3,91,6821,adADoFnt3rkf9vW3e
pineapple aloha shirt,#REF!,#REF!,Blue,No,960,240,51,Blue,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha0,91,3237,wqmMEPowc8nPrQQWg
pineapple aloha shirt,#REF!,#REF!,Purple,No,960,240,51,Purple,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha4,91,9772,iCY6jQwQ6KeYA2Hpy
plaid puffed-sleeve shirt,#REF!,#REF!,Energetic plaid,No,1200,300,51,Orange,Aqua,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Cute,Simple,everyday; fairy tale; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid1,1078,12083,BcpPecAjux3ptAGiX
plaid puffed-sleeve shirt,#REF!,#REF!,Sweet plaid,No,1200,300,51,Green,Brown,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Cute,Simple,everyday; fairy tale; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid3,1078,12085,fJmQkeYZpr9vDuTDL
plaid puffed-sleeve shirt,#REF!,#REF!,Fancy plaid,No,1200,300,51,Aqua,Red,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Cute,Simple,everyday; fairy tale; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid0,1078,9827,ReaSZN5ybekKqA7vX
plaid puffed-sleeve shirt,#REF!,#REF!,Dreamy plaid,No,1200,300,51,Purple,Blue,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Cute,Simple,everyday; fairy tale; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid2,1078,12084,d8irdzPcagbwcKsae
pleather trench coat,#REF!,#REF!,Black,No,1680,420,51,Black,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Gorgeous,everyday; formal,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench0,443,4565,KewnJf7bHok3mWcwq
pleather trench coat,#REF!,#REF!,Purple,No,1680,420,51,Purple,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Gorgeous,everyday; formal,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench1,443,9304,PifH52GaQrrW6mncf
pleather trench coat,#REF!,#REF!,Brown,No,1680,420,51,Brown,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Gorgeous,everyday; formal,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench2,443,9305,bsvkFBG7a6M3Mmjkp
plover cardigan,#REF!,#REF!,Black,No,1440,360,51,Black,Beige,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cute,Elegant,everyday; formal; party; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLChidori1,290,8020,hXdqDyMqX4SjvBXQW
plover cardigan,#REF!,#REF!,Red,No,1440,360,51,Red,Beige,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cute,Elegant,everyday; formal; party; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLChidori0,290,4289,MqsdeJxdddrEeh3E4
plover cardigan,#REF!,#REF!,Green,No,1440,360,51,Green,Beige,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cute,Elegant,everyday; formal; party; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLChidori2,290,8021,7Jf7TzZRjtXCedZdM
plushie-muffler coat,#REF!,#REF!,Pink,No,1960,490,51,Black,Pink,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDoll1,1160,12020,2WcKw4ra44ue3Tz8Y
plushie-muffler coat,#REF!,#REF!,Orange,No,1960,490,51,Aqua,Orange,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Elegant,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDoll0,1160,10909,36boMFqRb52J3RbG8
plushie-muffler coat,#REF!,#REF!,Gray,No,1960,490,51,Brown,Gray,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDoll2,1160,12035,mTBrCjdJQu2Xo9ECu
pocket tee,#REF!,#REF!,White,No,560,140,51,White,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts0,292,4291,QQAFQmvjB44SjpZGx
pocket tee,#REF!,#REF!,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts1,292,8349,kmr5pk9wTTFnKPGY8
pocket tee,#REF!,#REF!,Pink,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts6,292,8354,95aip4J493rBgMdFm
pocket tee,#REF!,#REF!,Yellow,No,560,140,51,Orange,Orange,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts5,292,8353,6CPhsvFedH2p8e7RB
pocket tee,#REF!,#REF!,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts7,292,8355,vMhZ2SgqzQqALQCqG
pocket tee,#REF!,#REF!,Light blue,No,560,140,51,Aqua,Aqua,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts3,292,8351,Zp5A4P9rvJhCtsSXa
pocket tee,#REF!,#REF!,Purple,No,560,140,51,Purple,Purple,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts2,292,8350,XTmK9havPv5LufhpS
pocket tee,#REF!,#REF!,Red,No,560,140,51,Brown,Brown,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHPocketshirts4,292,8352,PKg8qTc4dXxG5H7wJ
polo shirt,#REF!,#REF!,White,No,720,180,51,White,White,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo6,72,8542,6JwPnjGsgesnuMTqg
polo shirt,#REF!,#REF!,Black,No,720,180,51,Black,Black,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo7,72,8543,8kJuqCFWA8kFoPPH8
polo shirt,#REF!,#REF!,Red,No,720,180,51,Red,Red,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo2,72,8538,rLuAkDpQvwdZEXLfd
polo shirt,#REF!,#REF!,Pink,No,720,180,51,Pink,Pink,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo1,72,8537,e3fhP9DJnBfzhzvp3
polo shirt,#REF!,#REF!,Orange,No,720,180,51,Orange,Orange,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo3,72,8539,nWmiLrch4a6Y4SvFd
polo shirt,#REF!,#REF!,Ivory,No,720,180,51,Yellow,Yellow,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo5,72,8541,cgbq8e6mR6Fkw5Tth
polo shirt,#REF!,#REF!,Green,No,720,180,51,Green,Green,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo4,72,8540,MncZvurLPANSS5zXW
polo shirt,#REF!,#REF!,Navy blue,No,720,180,51,Blue,Blue,1x1,650,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation; work,8,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolo0,72,3172,aXJRmsG7vX6gQTQKT
pom-pom sweater,#REF!,#REF!,White,No,1440,360,51,White,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cute,Cute,everyday; fairy tale; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBobble1,545,8008,T2xftuY9mWk964vyM
pom-pom sweater,#REF!,#REF!,Pink,No,1440,360,51,Pink,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,Winter,Free,Free,Cute,Cute,everyday; fairy tale; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBobble0,545,4766,PCdRMCmGEuD2vzkLu
pom-pom sweater,#REF!,#REF!,Blue,No,1440,360,51,Aqua,White,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cute,Cute,everyday; fairy tale; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBobble2,545,8009,Ao9kHgyeJMSmm8jBZ
Pompompurin tee,#REF!,#REF!,NA,No,1000,250,201,Yellow,Brown,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,everyday; fairy tale,1,Yes,Not in catalog,1.9.0,Yes,TopsTexTopTshirtsHPurin0,1289,13176,ZPBiijpjq5zJNb2Xy
poncho coat,#REF!,#REF!,Red,No,2320,580,51,Red,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; fairy tale,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPompom0,330,4368,jzC7zwDkeDoG5r86N
poncho coat,#REF!,#REF!,Pink,No,2320,580,51,Pink,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; fairy tale,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPompom2,330,8475,AmN6LhAXHxmuxEBFu
poncho coat,#REF!,#REF!,Yellow,No,2320,580,51,Yellow,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; fairy tale,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPompom1,330,8474,bgtMFZXAzxRCTfn3s
poncho coat,#REF!,#REF!,Navy blue,No,2320,580,51,Blue,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; fairy tale,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPompom3,330,8476,Quwqk5ggDgpKgjJyT
poncho-style sweater,#REF!,#REF!,Gray,No,1500,375,51,Gray,White,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Active,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPoncho4,493,7861,uYGhGRCbymGGSyqGJ
poncho-style sweater,#REF!,#REF!,Orange,No,1500,375,51,Orange,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Active,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPoncho2,493,7859,uXWv6sNMdhrzKRnWa
poncho-style sweater,#REF!,#REF!,Blue,No,1500,375,51,Blue,Green,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Active,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPoncho3,493,7860,XEBPh6Cin4g9DtSFt
poncho-style sweater,#REF!,#REF!,Peacock blue,No,1500,375,51,Blue,Purple,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Elegant,Active,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPoncho1,493,7858,suGrhCoM7Yu9bjSPq
poncho-style sweater,#REF!,#REF!,Purple,No,1500,375,51,Purple,Red,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Free,Elegant,Active,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPoncho0,493,4661,MHD4iwXXktfkmB3hK
prince's tunic,#REF!,#REF!,Red,No,4800,1200,51,Red,Red,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,fairy tale; formal; party,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPrince3,364,8244,XtGR7cNA5yB64rKYg
prince's tunic,#REF!,#REF!,Green,No,4800,1200,51,Green,Red,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,fairy tale; formal; party,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPrince2,364,8243,62WFtzxN2gSscQab5
prince's tunic,#REF!,#REF!,Blue,No,4800,1200,51,Blue,Red,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,fairy tale; formal; party,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPrince0,364,4433,aQWEZJdAx6J5e5uSi
prince's tunic,#REF!,#REF!,Purple,No,4800,1200,51,Purple,Red,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,fairy tale; formal; party,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPrince4,364,8245,JnJLgoCcuLkPRMXhC
prince's tunic,#REF!,#REF!,Beige,No,4800,1200,51,Beige,Red,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,fairy tale; formal; party,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPrince1,364,8242,bsy8ohY5dozQeD9BR
printed fleece sweater,#REF!,#REF!,Green,No,1260,315,51,Green,Orange,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFleece4,506,7853,KdZGYyFf9JWpavi9y
printed fleece sweater,#REF!,#REF!,Moss green,No,1260,315,51,Green,Purple,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFleece0,506,4680,kSS9mxjWJBT4ho222
printed fleece sweater,#REF!,#REF!,Blue,No,1260,315,51,Blue,Purple,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFleece1,506,7850,r4xo3AA59z6v2x5F6
printed fleece sweater,#REF!,#REF!,Purple,No,1260,315,51,Purple,Pink,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Active,Cool,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFleece3,506,7852,WokfdCbfHNSEx83jR
printed fleece sweater,#REF!,#REF!,Brown,No,1260,315,51,Beige,Orange,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFleece2,506,7851,hMsRJSYM6EueyMAGX
printed layered shirt,#REF!,#REF!,White,No,560,140,51,White,Black,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLayeredlogoa2,1072,12162,2ZgWCAeGARCTMTSSd
printed layered shirt,#REF!,#REF!,Black,No,560,140,51,Black,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLayeredlogoa0,1072,9821,GmPhjRTQxkr6PuYtu
