,Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
3965,high-end stereo,[nan],No,10000,2500,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Audio,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrComponentPro.png'],"['Lopez', 'Walker', 'Gonzo', 'Faith', 'Bella', 'Friga', 'Flo', 'Hazel', 'Vivian', 'School']"
3966,hinaningyo,,No,2560,640,Nook Shopping Seasonal,,Seasonal,housewares,Japanese Style,False,False,https://acnhcdn.com/latest/FtrIcon/FtrHinadolls.png,
3967,horizontal organizer,White + Two-tone dots,No,1800,450,Nook's Cranny; HHP Office,,For sale,housewares,Shelf,True,True,https://acnhcdn.com/latest/FtrIcon/FtrColorBoxShelfSide_Remake_0_0.png,"['Nate', 'Naomi', 'Bruce', 'Derwin', 'Marcie', 'Doc']"
3968,hose reel,"['Silver', 'Yellow', 'Red', 'Green', 'Blue', 'Black']",No,1400,350,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Garden,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_5_0.png']","['Groucho', 'Beardo', 'Ace', 'Coach', 'Tipper', 'Boots', 'Del', 'Gayle', 'Butch', 'Deena', 'Pompom', 'Scoot', 'Ketchup', 'Wart Jr.', 'Pashmina', 'Cesar', 'Boyd', 'Winnie', 'Peaches', 'Carrie', 'Sylvia', 'Simon', 'Dora', 'Broccolo', 'Amelia', 'Maggie', 'Dotty', 'Cally', 'Chief']"
3969,hospital bed,White,No,2600,650,Nook's Cranny; HHP Office,,For sale,housewares,Bed,False,True,https://acnhcdn.com/latest/FtrIcon/FtrBedHospital_Remake_0_0.png,"['Tabby', 'Raddle', 'Velma', 'Ozzie', 'Hopper', 'Gaston', 'Hospital']"
3970,hospital screen,White,No,1300,325,Nook's Cranny; HHP Office,,For sale,housewares,Screen,True,True,https://acnhcdn.com/latest/FtrIcon/FtrScreenHospital_Remake_0_0.png,"['Tabby', 'Raddle', 'Velma', 'Ozzie', 'Hopper', 'Gaston', 'Ricky', 'Hospital']"
3971,ice-cream display,Blue stripes,No,11000,2750,Nook's Cranny; HHP Office,,For sale,housewares,Shop,False,True,https://acnhcdn.com/latest/FtrIcon/FtrShowCaseIcecream_Remake_0_0.png,"['Tutu', 'Olive', 'Big Top', 'Ellie', 'Puck', 'Sprinkle', 'Carmen', 'Mint', 'Cafe']"
3972,illuminated present,Yellow with red ribbon,Yes,NFS,2950,Crafting,,Not for sale,housewares,Seasonal Decor,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIllumiPresent_Remake_0_0.png,"['Twiggy', 'Moe', 'Daisy', 'Maddie', 'Sherb', 'Victoria', 'Curlos', 'Kyle']"
3973,illuminated reindeer,Yellow,Yes,NFS,4350,Crafting,,Not for sale,housewares,Seasonal Decor,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIllumiReindeer_Remake_0_0.png,"['Twiggy', 'Daisy', 'Victoria', 'Curlos', 'Kyle']"
3974,illuminated snowflakes,White,Yes,NFS,3150,Crafting,,Not for sale,housewares,Seasonal Decor,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIllumiSnow_Remake_0_0.png,"['Tutu', 'Twiggy', 'Hans', 'Flurry', 'Sprinkle', 'Ruby', 'Curlos', 'Bianca', 'Kyle']"
3975,illuminated tree,Colorful,Yes,NFS,6700,Crafting,,Not for sale,housewares,Seasonal Decor,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_0_0.png,"['Daisy', 'Curlos', 'Kyle']"
3976,imperial bed,"['Red', 'Blue', 'Brown', 'Black']",No,23000,5750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",For sale,housewares,Bed,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_3_0.png']","['Pinky', 'Pekoe', 'Chester', 'Drago', 'Cousteau', 'Marlo', 'Tiansheng', 'Phoebe']"
3977,imperial chest,"['Red', 'Blue', 'Brown', 'Black']",No,9300,2325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Chest,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_3_0.png']","['Pinky', 'Pekoe', 'Chester', 'Drago', 'Marcel', 'Cousteau', 'Marlo', 'Deli', 'Tiansheng', 'Blanche', 'Phoebe']"
3978,imperial dining chair,"['Black', 'Brown']",No,29000,7250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",For sale,housewares,Chair,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrChineseChair_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrChineseChair_Remake_1_0.png']","['Pinky', 'Twiggy', 'Pekoe', 'Drago', 'Big Top', 'Cousteau', 'Croque', 'Marlo', 'Canberra', 'Tiansheng', 'Buzz', 'Fang', 'Restaurant']"
3979,imperial dining table,"['Red', 'Brown']",No,73000,18250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",For sale,housewares,Table,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrLazysusan_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrLazysusan_Remake_1_0.png']","['Twiggy', 'Big Top', 'Cousteau', 'Canberra', 'Restaurant']"
3980,imperial low table,"['Red', 'Blue', 'Brown', 'Black']",No,3700,925,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Table,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_3_0.png']","['Pinky', 'Pekoe', 'Chester', 'Drago', 'Marcel', 'Wart Jr.', 'Cousteau', 'Marlo', 'Deli', 'Tiansheng', 'Blanche', 'Phoebe', 'Buzz']"
3981,imperial partition,"['Red', 'Blue', 'Brown', 'Black']",No,5000,1250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Screen,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_3_0.png']","['Pudge', 'Pekoe', 'Chester', 'Cousteau', 'Marlo', 'Tiansheng', 'Blanche', 'Phoebe', 'Buzz', 'Tiffany', 'Restaurant']"
3982,inflatable bird ring,Pink,No,800,200,Nook's Cranny; HHP Office,,For sale,housewares,Sports,False,True,https://acnhcdn.com/latest/FtrIcon/FtrFloatBird_Remake_0_0.png,"['Zoe', 'Snooty', 'Megan', 'Twiggy', 'Piper', 'Plucky', 'Del', 'Bones', 'Bill', 'Pompom', 'Opal', 'Sylvia', 'Bud', 'Rory', 'Octavian', 'Marina', 'Flora', 'Hopkins', 'Cole', 'Poppy']"
3983,inflatable plaza toy,Vivid,No,NFS,25000,Nook Miles Redemption,,Not for sale,housewares,Facility Decor,False,True,https://acnhcdn.com/latest/FtrIcon/Ftr8fairBalloon_Remake_0_0.png,"['Anabelle', 'Bones', 'Sherb', 'Flora', 'Hopkins', 'Bonbon']"
3984,inflatable sofa,"['Blue', 'Green', 'Purple', 'Pink', 'Lime', 'Polka dots', 'Rainbow', 'Camouflage']",No,1100,275,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",For sale,housewares,Bed,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_6_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_7_0.png']","['Jacques', 'Rosie', 'Punchy', 'Katt', 'Kody', 'Jeremiah', 'Gonzo', 'Bud', 'Flora', 'Hopkins', 'Cashmere']"
3985,inspection equipment,Silver + Wave data,No,9200,2300,Nook's Cranny; HHP Office,,For sale,housewares,Facility Decor,True,True,https://acnhcdn.com/latest/FtrIcon/FtrFactorydetector_Remake_0_0.png,"['Murphy', 'Biff', 'Cephalobot', 'Sprocket', 'Cube', 'Dom']"
3986,iron closet,Black,Yes,NFS,9000,Crafting,,Not for sale,housewares,Chest,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronClosetLR_Remake_0_0.png,"['Snooty', 'Moe', 'Benedict', 'Knox', 'Bruce', 'Walker', 'Roscoe', 'Astrid', 'Simon', 'Bella', 'Roald', 'Mira', 'Bianca', 'Wolfgang', 'Kyle']"
3987,iron frame,Red,Yes,NFS,15000,Crafting,,Not for sale,housewares,Vehicle,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronframe_Remake_0_0.png,"['Cyrano', 'Jay', 'Coach', 'Shep', 'Prince', 'Cesar', 'Boyd', 'Rocco', 'Cube', 'Renée']"
3988,iron garden bench,Green,Yes,NFS,6000,Crafting,,Not for sale,housewares,Sofa,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_0_0.png,"['Ursala', 'Beardo', 'Robin', 'Kitty', 'Bea', 'Rodney', 'Julian', 'Alice', 'Nana', 'Penelope', 'Amelia', 'Celia', 'Maggie', 'Muffy', 'Cally', 'Poppy']"
3989,iron garden chair,Green,Yes,NFS,2250,Crafting,,Not for sale,housewares,Chair,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_0_0.png,"['Snooty', 'Curt', 'Ursala', 'Charlise', 'Beardo', 'Robin', 'Kitty', 'Bea', 'Rodney', 'Julian', 'Alice', 'Nana', 'Amelia', 'Keaton', 'Celia', 'Maggie', 'Tiffany', 'Azalea', 'Timbra', 'Muffy', 'Cally', 'Poppy', 'Fang']"
3990,iron garden table,Green,Yes,NFS,3750,Crafting,,Not for sale,housewares,Table,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_0_0.png,"['Snooty', 'Curt', 'Ursala', 'Charlise', 'Beardo', 'Robin', 'Kitty', 'Judy', 'Bea', 'Rodney', 'Julian', 'Alice', 'Nana', 'Penelope', 'Amelia', 'Keaton', 'Celia', 'Maggie', 'Tiffany', 'Azalea', 'Timbra', 'Muffy', 'Cally', 'Poppy']"
3991,iron hanger stand,Black + Navy,Yes,NFS,2250,Crafting,,Not for sale,housewares,Shelf,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_0_0.png,"['Raymond', 'Poncho', 'Lopez', 'Quillson', 'Margie', 'Ribbot', 'Tad', 'Nan', 'Bitty', 'Monty', 'Bella', 'Quinn', 'Francine', 'Spike', 'Pecan', 'Dobie', 'Skye', 'Apparel Shop']"
3992,iron shelf,Black,Yes,NFS,10500,Crafting,,Not for sale,housewares,Shelf,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png,"['Groucho', 'Jay', 'Jacob', 'Merry', 'Bruce', 'Walker', 'Paolo', 'Cyd', 'Frobert', 'Tad', 'Billy', 'Pashmina', 'Boyd', 'Hippeux', 'Roscoe', 'Eugene', 'Sprocket', 'Cobb', 'Boris', 'Cally']"
3993,iron worktable,Black,Yes,NFS,7500,Crafting,,Not for sale,housewares,Table,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png,"['Groucho', 'Jacob', 'Walker', 'Pate', 'Cyd', 'Wart Jr.', 'Tad', 'Billy', 'Hippeux', 'Roscoe', 'Bella', 'Chadder', 'Cephalobot', 'Queenie', 'Sprocket', 'Roald', 'Rasher', 'Cobb', 'Boris', 'Cally', 'Wolfgang']"
3994,ironing board,"['Stripes', 'Checkered', 'Dots', 'Leaves', 'Triangles']",No,2300,575,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Supplies,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_4.png']","['T-Bone', 'Raymond', 'Kitt', 'Francine', 'Spike', 'Cally', 'Apparel Shop']"
3995,ironwood bed,Birch + Navy,Yes,NFS,9900,Crafting,,Not for sale,housewares,Bed,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_0_0.png,"['Angus', 'Axel', 'Ribbot', 'Tad', 'Sprocket', 'Chabwick', 'Boomer', 'Gala', 'Spike', 'Chief']"
3996,ironwood cart,Birch,Yes,NFS,3720,Crafting,,Not for sale,housewares,Shelf,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_0_0.png,"['Ursala', 'Midge', 'Jacob', 'Chabwick', 'Chief']"
3997,ironwood chair,Birch,Yes,NFS,1860,Crafting,,Not for sale,housewares,Chair,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_0_0.png,"['Ursala', 'Jay', 'Anchovy', 'Axel', 'Ribbot', 'Tad', 'Chabwick', 'Boomer', 'Chief', 'Fang', 'Vivian', 'Cafe', 'Restaurant']"
3998,ironwood cupboard,Birch,Yes,NFS,9780,Crafting,,Not for sale,housewares,Shelf,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_0_0.png,"['Paolo', 'Axel', 'Chabwick', 'Flo', 'Spike', 'Eunice']"
3999,ironwood DIY workbench,Birch,Yes,NFS,8520,Crafting,,Not for sale,housewares,Work Bench,True,True,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png,"['Nate', 'Jay', 'Jacob', 'Walker', 'Billy', 'Pashmina', 'Boyd', 'Sprocket', 'Boomer', 'Maggie', 'Chief']"
4000,ironwood dresser,Birch,Yes,NFS,3840,Crafting,,Not for sale,housewares,Chest,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_0_0.png,"['Curt', 'Ursala', 'Beardo', 'Angus', 'Merry', 'Portia', 'Pompom', 'Miranda', 'Axel', 'Ribbot', 'Tad', 'Boyd', 'Sprocket', 'Aurora', 'Chabwick', 'Boomer', 'Gala', 'Spike', 'Chief', 'Vivian']"
4001,ironwood kitchenette,Birch,Yes,NFS,7560,Crafting,,Not for sale,housewares,Kitchen,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_0_0.png,"['Angus', 'Paolo', 'Axel', 'Gruff', 'Chabwick', 'Boomer', 'Curly', 'Truffles', 'Spike', 'Cafe', 'Restaurant']"
4002,ironwood low table,Birch,Yes,NFS,3720,Crafting,,Not for sale,housewares,Table,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_0_0.png,"['Nate', 'Ursala', 'Poncho', 'Boots', 'Ribbot', 'Elmer', 'Chabwick', 'Boomer', 'Maggie']"
4003,ironwood table,Birch,Yes,NFS,5940,Crafting,,Not for sale,housewares,Table,True,True,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableL_Remake_0_0.png,"['Anchovy', 'Axel', 'Tad', 'Elmer', 'Chabwick', 'Chief', 'Vivian', 'Cafe', 'Restaurant']"
4004,IV drip,Silver,No,2600,650,Nook's Cranny; HHP Office,,For sale,housewares,Hospital,False,True,https://acnhcdn.com/latest/FtrIcon/FtrDrip_Remake_0_0.png,"['Tabby', 'Raddle', 'Hopper', 'Hospital']"
4005,jackhammer,Yellow,No,9300,2325,Nook's Cranny; HHP Office,,For sale,housewares,Vehicle,False,True,https://acnhcdn.com/latest/FtrIcon/FtrRockdrill_Remake_0_0.png,"['Cyrano', 'T-Bone', 'Vladimir', 'Shep', 'Prince', 'Cesar', 'Boyd', 'Rocco', 'Avery', 'Renée']"
4006,jail bars,Silver,Yes,NFS,3750,Crafting,,Not for sale,housewares,Screen,True,True,https://acnhcdn.com/latest/FtrIcon/FtrScreenCage_Remake_0_0.png,"['Vic', 'Huck', 'Prince', 'Chevre', 'Gruff', 'Cesar', 'Clay', 'Elvis', 'Rod', 'Rasher', 'Gala', 'Static']"
4007,Japanese dresser,Empress-tree wood,No,8400,2100,Nook's Cranny; HHP Office,,For sale,housewares,Chest,False,True,https://acnhcdn.com/latest/FtrIcon/FtrChestJapan_Remake_0_0.png,"['Admiral', 'Angus', 'Purrl', 'Kabuki', 'Barold', 'Ken', 'Benjamin', 'Mallary', 'Hamphrey', 'Walt', 'Greta', 'Blanche', 'Snake', 'Toby', 'Wendy', 'Dobie']"
4008,juicy-apple TV,Red apple,Yes,NFS,3500,Crafting,,Not for sale,housewares,TV,True,True,https://acnhcdn.com/latest/FtrIcon/FtrFruitsTV_Remake_0_0.png,"['Tangy', 'Cheri', 'Ellie', 'Puddles', 'Rilla', 'Apple', 'Blaire']"
4009,jukebox,[nan],No,5600,1400,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Audio,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrJukebox.png'],"['Paula', 'Twiggy', 'Jacques', 'Sparro', 'Moe', 'Poncho', 'Fuchsia', 'Portia', 'Chai', 'Cyd', 'Spike', 'Peanut', 'Marshal', 'Claudia', 'Kyle']"
4010,kadomatsu,,No,2580,645,Nook Shopping Seasonal,,Seasonal,housewares,Japanese Style,False,False,https://acnhcdn.com/latest/FtrIcon/FtrKadomatsu.png,
4011,karaoke system,,No,58000,14500,Nook's Cranny; HHP Office,,For sale,housewares,Audio,False,False,https://acnhcdn.com/latest/FtrIcon/FtrKaraoke.png,"['Paula', 'Twiggy', 'Cookie', 'Rasher', 'Boris']"
4012,katana,Black,No,NFS,2500,Gulliver,,Not for sale,housewares,Japanese Style,True,True,https://acnhcdn.com/latest/FtrIcon/FtrJapanSword_Remake_0_0.png,
4013,Kerokerokeroppi bridge,[nan],No,8000,2000,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kerokerokeroppi,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioKkkGarden.png'],['Toby']
4014,Kerokerokeroppi hallway,[nan],No,4500,1125,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kerokerokeroppi,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioKkkChairL.png'],['Toby']
4015,Kerokerokeroppi lantern,[nan],No,2600,650,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kerokerokeroppi,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioKkkLantern.png'],['Toby']
4016,Kerokerokeroppi tray,[nan],No,2000,500,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kerokerokeroppi,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioKkkTableS.png'],['Toby']
4017,kettle bathtub,,Yes,NFS,6270,Crafting,,Not for sale,housewares,Bathtub,False,False,https://acnhcdn.com/latest/FtrIcon/FtrGoemonburo.png,"['T-Bone', 'Flip', 'Phoebe']"
4018,kids' tent,"['White', 'Pink', 'Black', 'Stripes', 'Floral', 'Blue', 'Brown', 'Colorful']",No,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",For sale,housewares,Toy,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_6_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCrsTent_Remake_7_0.png']","['Vic', 'Bob', 'Maple', 'Stitches', 'Gayle', 'Beau', 'Mac', 'Soleil', 'Flurry', 'Yuka', 'Rex', 'Leopold', 'Nana', 'Bree', 'Apollo', 'Pietro']"
4019,Kiki & Lala bed,[nan],No,5500,1375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kiki & Lala,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioLtsBedW.png'],['Étoile']
4020,Kiki & Lala cloud maker,[nan],No,4800,1200,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kiki & Lala,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioLtsMachine.png'],['Étoile']
4021,Kiki & Lala sofa,[nan],No,4000,1000,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kiki & Lala,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioLtsChairL.png'],['Étoile']
4022,Kiki & Lala table,[nan],No,2500,625,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,housewares,Kiki & Lala,False,False,['https://acnhcdn.com/latest/FtrIcon/FtrSanrioLtsTableM.png'],['Étoile']
4023,kimono stand,"['Checkered', 'Goldfish', 'Camellia', 'Chain print']",No,3200,800,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Japanese Style,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrKimonostand_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKimonostand_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKimonostand_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKimonostand_Remake_0_3.png']","['Shino', 'Gladys', 'Blanche']"
4024,kitchen counter,,No,4600,1150,Nook's Cranny; HHP Office,,For sale,housewares,Kitchen,False,False,https://acnhcdn.com/latest/FtrIcon/FtrTableStainless.png,"['Annalisa', 'Mitzi', 'Kiki', 'Olive', 'Tammy', 'Bam', 'Ketchup', 'Big Top', 'Paolo', 'Croque', 'Hans', 'Bettina', 'Chadder', 'Keaton', 'Cube', 'Pippy', 'Merengue', 'Freya', 'Restaurant']"
4025,kitchen dishwasher,,No,9000,2250,Nook's Cranny; HHP Office,,For sale,housewares,Kitchen,False,False,https://acnhcdn.com/latest/FtrIcon/FtrDishwasherStainless.png,"['Kiki', 'Big Top', 'Cousteau', 'Kitt', 'Chadder', 'Freya', 'Restaurant']"
4026,kitchen island,"['White', 'Blue', 'Red', 'Light brown', 'Dark brown', 'Black', 'Silver']",No,170000,42500,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",For sale,housewares,Kitchen,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_6_0.png']","['Twiggy', 'Bluebear', 'Ava', 'Lopez', 'Frett', 'Paolo', 'Axel', 'Chai', 'Rilla', 'Apple', 'Flurry', 'Ed', 'Annalise', 'Chadder', 'Willow', 'Restaurant']"
4027,kitchen stove,,No,6200,1550,Nook's Cranny; HHP Office,,For sale,housewares,Kitchen,False,False,https://acnhcdn.com/latest/FtrIcon/FtrKitchenStainless.png,"['Mitzi', 'Kiki', 'Tammy', 'Big Top', 'Paolo', 'Cousteau', 'Croque', 'Merengue', 'Freya', 'Restaurant']"
4028,kitty litter box,"['White', 'Orange', 'Green', 'Light blue', 'Pink', 'Brown', 'Black']",No,1100,275,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Toilet,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrPetWC_Remake_6_0.png']","['Punchy', 'Lionel']"
4029,kotatsu,"['Well-frame pattern (Igeta)', 'Flowers', 'Checkered (Koushi)', 'Stripes']",No,3700,925,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",For sale,housewares,Table,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrKotatsu_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKotatsu_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKotatsu_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrKotatsu_Remake_0_3.png']","['Punchy', 'Purrl', 'Barold', 'Jeremiah', 'Kitt', 'Hugh', 'Tank', 'Eunice', 'Wendy']"
